,loss,Q
254,7.247851499414537e-06,-0.014366962015628815
255,0.0003192461153957993,-0.012933684512972832
256,2.7667874746839516e-05,-0.014757967554032803
257,0.0008362948428839445,-0.014078334905207157
258,3.8598114770138636e-05,-0.719275712966919
259,2.620716804813128e-05,-0.012826972641050816
260,0.0012836804380640388,-0.013229741714894772
261,1.9085571238974808e-06,-0.014120661653578281
262,0.00022053254360798746,-0.014167752116918564
263,3.922405539924512e-06,-0.014099671505391598
264,7.025187369436026e-05,-0.014162902720272541
265,6.537958688568324e-05,-0.014363154768943787
266,0.00021151678811293095,-0.013714756816625595
267,5.9347472415538505e-05,-0.013895001262426376
268,0.00034916080767288804,-0.014238950796425343
269,3.2765114156063646e-05,-0.013436750508844852
270,0.00013672086060978472,-0.013460155576467514
271,0.0012599334586411715,-0.01377327460795641
272,9.097375368583016e-06,-0.012425927445292473
273,6.830118945799768e-05,-0.04484822601079941
274,1.3753470966548775e-06,-0.013988886959850788
275,0.00012886262265965343,-0.014330058358609676
276,4.38872302765958e-05,-0.013828184455633163
277,3.1444913020095555e-06,-0.013614838942885399
278,9.439904533792287e-05,-0.013629785738885403
279,1.1641423043329269e-05,-0.014063202776014805
280,4.504428943619132e-06,-0.013077468611299992
281,0.00045596619020216167,-0.01366537343710661
282,5.07894110342022e-05,-0.013806993141770363
283,2.1042376374680316e-06,-0.013444269075989723
284,0.0005574102979153395,-0.013879526406526566
285,4.3910686144954525e-06,-0.013781378045678139
286,1.3021263839618769e-05,-0.014131436124444008
287,0.0006302397232502699,-0.013712392188608646
288,0.00011471383913885802,-0.013188342563807964
289,1.6688822142896242e-05,-0.013889597728848457
290,0.0008590122452005744,-0.009757881052792072
291,0.00010029410623246804,-0.01375372614711523
292,3.09320489577658e-06,-0.8036382794380188
293,1.895290324682719e-06,-0.014420129358768463
294,0.0008686059154570103,-0.014399269595742226
295,1.8735017874860205e-05,-0.014455067925155163
296,1.9139024232117663e-07,-0.01396934688091278
297,2.286051312694326e-07,-0.013422205112874508
298,1.4546809325111099e-05,-0.013450874015688896
299,3.877763811033219e-05,-0.013755961321294308
300,2.386251617281232e-05,-0.013958161696791649
301,0.0003412912483327091,-0.014020432718098164
302,0.00021275551989674568,-0.013086716644465923
303,6.850681074865861e-06,-0.05705435946583748
304,6.812781521148281e-06,-0.014002062380313873
305,1.3520367474484374e-06,0.5335631370544434
306,1.0522834600124042e-05,-0.012902720831334591
307,7.881302735768259e-06,-0.013981897383928299
308,9.920586307998747e-06,-0.013771492056548595
309,2.193778709624894e-05,-0.013853171840310097
310,2.974597919092048e-07,-0.014305386692285538
311,0.0004596947110258043,-0.013761619105935097
312,1.305497335124528e-06,-0.013820096850395203
313,0.00015620967315044254,-0.01365666650235653
314,7.3610281106084585e-06,-0.014034079387784004
315,8.530008926754817e-06,-0.013008997775614262
316,0.00012829412298742682,-0.014087584801018238
317,1.1044500752177555e-05,-0.015053057111799717
318,6.992751877987757e-06,-0.03340250253677368
319,1.8945735064335167e-05,-0.013583017513155937
320,0.0015979305608198047,-0.013773239217698574
321,0.00013717013644054532,-0.01363969873636961
322,0.000216877757338807,-0.01416323333978653
323,5.0549773732200265e-05,-0.014719370752573013
324,1.3973998647998087e-05,-0.014382296241819859
325,0.0004038038896396756,-0.01416735164821148
326,6.010408469592221e-05,-0.013914444483816624
327,0.0007896415190771222,-0.013658707030117512
328,0.000643010949715972,-0.014028064906597137
329,0.0007237954996526241,-0.013622567057609558
330,9.890309229376726e-07,-0.013787473551928997
331,1.6990297808661126e-06,-0.032490793615579605
332,0.0004785963683389127,-0.012834049761295319
333,1.3082507393846754e-05,-0.014010734856128693
334,0.00046951061813160777,-0.013215694576501846
335,0.00030849489849060774,-0.013467919081449509
336,0.00022920356423128396,-0.01256591361016035
337,2.5218494556611404e-05,-0.013957451097667217
338,7.369352715613786e-06,-0.013041219674050808
339,0.0002769721031654626,-0.013605405576527119
340,2.2004156562616117e-05,-0.013059780932962894
341,9.76397473095858e-07,-0.01360226608812809
342,6.433601811295375e-05,-0.013244738802313805
343,0.0001498042984167114,-0.01317239087074995
344,0.00010699599806685,-0.012900890782475471
345,0.010720481164753437,-0.0066196732223033905
346,1.2307527867960744e-05,0.7254699468612671
347,5.22862137586344e-05,-0.013975866138935089
348,1.352281469735317e-05,-0.013267342932522297
349,4.8870966566028073e-05,-0.013257878832519054
350,5.138604137755465e-07,-0.013442481867969036
351,0.0006249313591979444,-0.013779615052044392
352,5.219482409302145e-05,-0.013447562232613564
353,1.0717729992393288e-07,-0.013302058912813663
354,0.001132061006501317,-0.01345967035740614
355,5.075670196674764e-05,-0.013734310865402222
356,0.00017312115232925862,-0.012812118977308273
357,5.6548855354776606e-05,-0.012191420421004295
358,1.3662771380040795e-05,-0.013482699170708656
359,0.00011342405196046457,-0.015338777564466
360,0.00023255466658156365,-0.014374809339642525
361,0.0011737315217033029,0.8912764191627502
362,0.0003364916774444282,-0.012777349911630154
363,5.994042567181168e-06,-0.013625536113977432
364,1.8372076056039077e-06,-0.01308267842978239
365,0.00016921103815548122,-0.014237443916499615
366,0.0001844307262217626,-0.013538433238863945
367,0.00015109953528735787,-0.013021829538047314
368,9.2763701104559e-05,-0.013539456762373447
369,1.1557159496078384e-06,-0.01313928421586752
370,3.732559343916364e-05,-0.013881263323128223
371,3.9061205825419165e-06,-0.013324928469955921
372,0.010415034368634224,-0.013465387746691704
373,0.00024507733178325,-0.012168453074991703
374,7.42826659916318e-06,-0.013444285839796066
375,5.846784915775061e-06,-0.013240791857242584
376,0.0007209465256892145,-0.013035115785896778
377,0.0005722566274926066,-0.012547202408313751
378,0.00027152933762408793,-0.013056423515081406
379,1.2126356523367576e-05,-0.01423144992440939
380,4.235932283336297e-05,-0.013686156831681728
381,0.0005539727280847728,-0.01435841340571642
382,4.522468225331977e-05,-0.04578109085559845
383,0.00010520384239498526,-0.012837669812142849
384,2.475077963026706e-06,-0.013357407413423061
385,0.00013872465933673084,-0.013580894097685814
386,0.0003896867565345019,-0.013995763845741749
387,5.3526906413026154e-05,-0.013225977309048176
388,0.0004374428535811603,-0.013888229615986347
389,0.0033470923081040382,-0.012085000984370708
390,7.346768597926712e-06,-0.0131810512393713
391,7.518962229369208e-05,-0.013051933608949184
392,0.00046259566443040967,-0.013351595029234886
393,1.0546256135057774e-06,-0.013773472979664803
394,0.005841678008437157,-0.01187137234956026
395,0.00036192600964568555,-0.012310953810811043
396,0.0012333067134022713,-0.009032408706843853
397,0.0001759846054483205,1.1161752939224243
398,0.0007560728117823601,-0.013985706493258476
399,0.010325565934181213,-0.013214096426963806
400,9.21374635254324e-07,-0.014137563295662403
401,1.3509627194707718e-07,-0.013833170756697655
402,7.644208380952477e-06,-0.013180617243051529
403,7.100942980287073e-07,-0.013560427352786064
404,1.890639032353647e-05,-0.01295118685811758
405,3.0344901460921392e-05,-0.01364731602370739
406,0.0018717237981036305,-0.014106886461377144
407,0.00011996676767012104,-0.01381976343691349
408,0.003730924567207694,-0.002141469158232212
409,8.276046719402075e-05,-0.014328894205391407
410,0.00014641437155660242,-0.012597823515534401
411,0.0003746932779904455,-0.013626481406390667
412,9.274829062633216e-05,-0.013556940481066704
413,0.00021331748575903475,-0.01408408209681511
414,2.2406104108085856e-05,-0.013025377877056599
415,1.8758429405352217e-06,-0.011078019626438618
416,0.0008652994292788208,-0.013527732342481613
417,1.860334123193752e-05,-0.013752794824540615
418,0.0007159208180382848,-0.014653492718935013
419,5.292925197863951e-05,-0.01323070377111435
420,1.0180502613366116e-05,-0.013064993545413017
421,1.0469322660355829e-05,-0.012441599741578102
422,2.2387919671018608e-05,-0.013033165596425533
423,6.355244113365188e-05,-0.013100731186568737
424,4.155513124715071e-06,-0.013004641979932785
425,0.0007606142316944897,-0.014280244708061218
426,1.3633562957693357e-05,-0.014202634803950787
427,1.370250288346142e-06,-0.012989623472094536
428,0.00025748476036824286,-0.013420104049146175
429,8.170322303158173e-07,-0.012978656217455864
430,0.0003403549490030855,-0.012187788262963295
431,0.00012008281919406727,-0.012565179727971554
432,0.00010000308247981593,-0.013529966585338116
433,0.0004401338519528508,-0.01334492675960064
434,6.518351938211708e-07,-0.012993604876101017
435,0.0008657354046590626,-0.014039896428585052
436,5.5508844525320455e-06,0.02370394393801689
437,1.1823135537269991e-05,-0.004606097005307674
438,0.0007470630807802081,-0.018542733043432236
439,0.002551231300458312,-0.03916049003601074
440,0.0010496374452486634,-0.09480013698339462
441,0.0004019112093374133,-0.013760652393102646
442,0.0011349394917488098,-0.012507161125540733
443,2.4272740120068192e-05,-0.013238451443612576
444,0.0002478133246768266,-0.013453955762088299
445,6.419057172024623e-05,-0.012866285629570484
446,0.0003801591519732028,-0.012505078688263893
447,1.5198848814179655e-05,-0.013716382905840874
448,0.0001743502216413617,-0.014105393551290035
449,3.228901550755836e-05,-0.014331292361021042
450,0.0002625471679493785,-0.013296359218657017
451,0.001207116525620222,-0.01374890748411417
452,1.2890538528154138e-05,-0.01371003594249487
453,4.7238201659638435e-05,-0.013335797935724258
454,0.00016419132589362562,-0.01816738210618496
455,0.0005454719066619873,-1.0386874675750732
456,0.0008656785357743502,-0.012531355954706669
457,0.00035171472700312734,-0.012913457117974758
458,3.1679169296694454e-06,-0.013354366645216942
459,2.2399010049412027e-05,-0.01340227946639061
460,3.763298082049005e-05,-0.013801896013319492
461,0.00020614993991330266,-0.013180612586438656
462,0.00012575663276948035,-0.013756321743130684
463,0.0002633120457176119,-0.013397867791354656
464,0.00016721736756153405,-0.04131060838699341
465,0.00010117759666172788,-0.012690388597548008
466,0.000991653767414391,-0.037586089223623276
467,4.324628025642596e-05,-0.013017203658819199
468,0.00017121262499131262,1.0589349269866943
469,0.00011160518624819815,-0.01356988400220871
470,1.609441460459493e-05,-0.01363400649279356
471,0.00014884720440022647,-0.014192805625498295
472,0.0001375185966026038,-0.013060362078249454
473,0.00012514233822003007,-0.012781927362084389
474,0.00016396981664001942,-0.013474546372890472
475,2.3938579033710994e-05,-0.012858221307396889
476,0.00011441333481343463,-0.013668408617377281
477,6.049029934729333e-07,-0.014335723593831062
478,0.01100894808769226,-0.013593817129731178
479,1.2474129107431509e-05,-0.01290343888103962
480,4.383399573271163e-05,-0.013802611269056797
481,2.4228445454355096e-06,-0.016632970422506332
482,7.20845055184327e-05,-0.011970952153205872
483,1.4472415159616503e-06,-0.01192697323858738
484,0.0007299708086065948,-0.013917182572185993
485,5.473731107485946e-06,-0.01359684020280838
486,0.00011506587179610506,-0.013443034142255783
487,0.00010019524779636413,-0.013432612642645836
488,2.5209599698428065e-05,-0.013182218186557293
489,0.0016216009389609098,-0.013434815220534801
490,0.00031090021366253495,-0.013214576058089733
491,0.00034082832280546427,-0.014276459813117981
492,0.00044629888725467026,-0.012967726215720177
493,9.931954991770908e-05,-0.01306959055364132
494,0.0004878072941210121,-0.013819867745041847
495,0.0001618326350580901,-0.013408013619482517
496,0.0003610431158449501,-0.006607153452932835
497,0.00016953650629147887,-0.04801438748836517
498,1.0518082262933603e-06,-0.9079427123069763
499,1.875039970400394e-06,-0.013466021977365017
500,1.8739661754807457e-05,-0.013161065056920052
501,0.00027907697949558496,-0.012636113911867142
502,5.437280833575642e-06,-0.01301534939557314
503,0.0003260179946664721,-0.013600991107523441
504,2.5434098915866343e-07,-0.013438706286251545
505,0.0005069475155323744,-0.012341080233454704
506,9.9224089353811e-06,-0.013759728521108627
507,0.0005189687362872064,-0.013363746926188469
508,9.429888450540602e-05,-0.012936514802277088
509,0.00024006134481169283,-0.012893859297037125
510,0.0009056405397132039,-0.013437790796160698
511,4.54771907243412e-05,0.014430959708988667
512,0.0002744407975114882,-0.01351455319672823
513,0.003153520170599222,-0.012732656672596931
514,0.0001492146693635732,-0.013317255303263664
515,0.00029850853024981916,-0.01247510127723217
516,0.00196062121540308,-0.013239206746220589
517,0.0018468154594302177,-0.013091690838336945
518,0.00025500080664642155,-0.012902327813208103
519,6.847026838840975e-07,-0.013057620264589787
520,0.00018160608306061476,-0.013453121297061443
521,4.143675687373616e-05,-0.01958143338561058
522,2.7146830689162016e-05,-0.01867353729903698
523,2.4243894586106762e-05,-0.017560672014951706
524,6.188495899550617e-05,-0.7353797554969788
525,6.314477332125534e-07,-0.01170638483017683
526,0.0003702706890180707,-0.01210533082485199
527,1.1901637435585144e-06,-0.013339652679860592
528,7.27580072634737e-06,-0.013748960569500923
529,0.0004001415800303221,-0.01231564674526453
530,1.4362003639689647e-05,-0.012545734643936157
531,0.00010088541603181511,-0.013302660547196865
532,0.0002617551654111594,-0.013201557099819183
533,0.0001512193848611787,-0.011438564397394657
534,0.00010883017239393666,-0.012700919061899185
535,0.00044976340723223984,-0.012007579207420349
536,0.0009476955747231841,-0.013079913333058357
537,0.0008776455069892108,-0.014544281177222729
538,6.205631962075131e-06,-0.01249780785292387
539,0.00027408532332628965,0.15412577986717224
540,0.00011146118049509823,-0.013292783871293068
541,0.0002356633631279692,-0.012962562032043934
542,6.362130733350568e-08,-0.012946157716214657
543,0.00011280296894256026,-0.012669228948652744
544,0.0003203542437404394,-0.01300976425409317
545,0.0010730999056249857,-0.013794365338981152
546,0.0003185973037034273,-0.01301048044115305
547,0.0014568688347935677,-0.012993223965168
548,0.00046020851004868746,-0.013522210530936718
549,1.1057027222705074e-06,-0.012177242897450924
550,0.0003139434556942433,-0.012851784937083721
551,0.00034673072514124215,-0.012902014888823032
552,0.0012898626737296581,-0.7371484041213989
553,0.0006338519742712379,-0.013353114947676659
554,5.383186726248823e-05,-0.012582243420183659
555,0.00018453897791914642,-0.013130029663443565
556,1.941435220942367e-05,-0.012667716480791569
557,6.547465454787016e-05,-0.01211137231439352
558,0.00026816115132533014,-0.011902292259037495
559,0.00015396575327031314,-0.01346945483237505
560,0.0004679716657847166,-0.012482297606766224
561,2.157007656933274e-05,-0.013124272227287292
562,5.36870866199024e-05,-0.013364632613956928
563,0.0002725723315961659,-0.9933248162269592
564,4.7732282837387174e-06,-0.013669346459209919
565,6.44241736154072e-05,-0.012624640949070454
566,0.00512932101264596,-0.012857654131948948
567,1.4542218877977575e-06,-0.013420194387435913
568,0.0005419571534730494,-0.013614950701594353
569,0.00034319981932640076,-0.013635752722620964
570,2.4875766939658206e-06,-0.013700001873075962
571,0.0007741283625364304,-0.013500201515853405
572,0.0007689109188504517,-0.012907036580145359
573,0.00025439276942051947,-0.013621358200907707
574,0.0011197647545486689,-0.013246499933302402
575,0.0001918724155984819,-0.013551696203649044
576,0.0001397843298036605,-0.012400605715811253
577,0.00026337368763051927,-0.01303096767514944
578,4.32420420111157e-05,-0.01372486725449562
579,2.453446086292388e-06,-0.012004739604890347
580,0.0010418989695608616,-0.8262894749641418
581,8.241477189585567e-08,-0.013661468401551247
582,0.0005620073061436415,-0.013294870033860207
583,0.000739535316824913,-0.013995837420225143
584,4.438506221049465e-05,-0.012888218276202679
585,0.00016273804067168385,-0.01296463143080473
586,0.0001384872302878648,-0.01322744321078062
587,2.186291203543078e-05,-0.013756654225289822
588,3.525551801430993e-05,-0.013105037622153759
589,0.0005380664370022714,-0.013524236157536507
590,0.0006114117568358779,-0.014046117663383484
591,0.00010923307127086446,-0.012958914041519165
592,2.1705678591388278e-05,-0.025873510167002678
593,3.7426209019031376e-05,0.8980871438980103
594,0.010386520996689796,-0.013804162852466106
595,0.0027363053523004055,0.7099394202232361
596,0.00047902678488753736,-0.013904682360589504
597,0.00032382376957684755,-0.012949536554515362
598,0.00023224409960675985,-0.01276934240013361
599,7.71851118770428e-05,-0.013546091504395008
600,0.0005259930621832609,-0.014042423106729984
601,0.0016752330120652914,-0.013957211747765541
602,0.0009325810242444277,-0.01192200742661953
603,0.0018389192409813404,-0.01339324563741684
604,0.0009185670060105622,-0.012658554129302502
605,2.1284775357344188e-05,-0.012785566970705986
606,0.00011392140004318208,-0.011715116910636425
607,0.0003782586718443781,-0.013007390312850475
608,0.0003646072873380035,-0.930652379989624
609,6.314429356280016e-06,-0.012354221194982529
610,5.942069037701003e-05,-0.012557689100503922
611,2.768466220004484e-05,-0.01309193391352892
612,0.00015427997277583927,-0.012227345257997513
613,7.959941285662353e-06,-0.013535644859075546
614,0.00033407844603061676,-0.013242176733911037
